"temp","alphas","xmins","ks_stats","naccept"
"1",0.5,2.20369512894148,0.0628458724957949,0.0530207873930117,281899
"2",0.525,2.10483268972372,0.0457530078469786,0.0512825094969439,245449
"3",0.55,2.02716573566184,0.0353995872978715,0.0415263442729257,215714
"4",0.575,1.99553760895014,0.0283842444589644,0.0485215164210127,183584
"5",0.6,1.93507797565,0.0213758929296238,0.0427638820883527,159246
"6",0.625,1.86902249686291,0.0161803066030612,0.0436305562140056,137350
"7",0.65,1.81603967304342,0.0125850355649835,0.0422780105830262,117839
"8",0.675,1.78500118729537,0.011529671905012,0.0387000992335523,101145
"9",0.7,1.75742096781514,0.0078225137830269,0.0339420436632786,85313
"10",0.725,1.73097288747574,0.00592403030035748,0.0314247687962776,73430
"11",0.75,1.70579001198966,0.00493512205300717,0.0308794360505725,63236
"12",0.775,1.68296528583915,0.00347494824246241,0.0288034739700452,53607
"13",0.8,1.66582478986158,0.00313690270748454,0.0286679214955867,45417
"14",0.825,1.64638039347091,0.00200646864596181,0.0226313956687832,39056
"15",0.85,1.63158952027579,0.00156087382228387,0.021731612118152,33004
"16",0.875,1.62540530325501,0.00104980680836669,0.0182241315621705,27598
"17",0.9,1.58633073769968,0.00111304575657062,0.0164075653798622,24133
"18",0.925,1.57908124763097,0.000697028234257918,0.0146157181810156,20587
"19",0.95,1.55303197047545,0.000833733134771656,0.0149039967663647,17639
"20",0.975,1.54114123039331,0.000911008127587252,0.0169267358603541,15314
"21",1,1.53021571714487,0.0011495342305038,0.0203591234176286,12972
"22",1.025,1.52206301489936,0.00153282685415928,0.0247861211054919,11046
"23",1.05,1.52411049632338,0.00171680628873443,0.035489675625173,9245
"24",1.075,1.52403174607755,0.00224389181500014,0.0421366376293668,8408
"25",1.1,1.52732104367222,0.00293959511576384,0.0469127124763259,7021
"26",1.125,1.5313557546451,0.00367676092183354,0.050745609575478,6039
"27",1.15,1.53978699579246,0.00595307235409229,0.0597595202076009,4961
"28",1.175,1.54544204041074,0.00658460751033469,0.0658351543475169,4472
"29",1.2,1.55101649794519,0.00781170096525192,0.0694159289167672,3888
"30",1.225,1.56233279965026,0.0103467573183768,0.077138391507597,3364
"31",1.25,1.56427801075658,0.0114049152879972,0.082441664439137,3048
"32",1.275,1.59072494707878,0.0184796997038498,0.0954751783249775,2552
"33",1.3,1.58623290579781,0.0161250215440237,0.0956388609000227,2156
"34",1.325,191.868940725141,1.05542881114242,0.0882303555024617,1945
"35",1.35,1.61680882412865,0.0238275467012636,0.109645149156599,1776
"36",1.375,1.65324458060627,0.0417354517397611,0.12434399951923,1641
"37",1.4,1.66441065587263,0.0428649905250159,0.126814217679012,1391
"38",1.425,1.69827794447492,0.0578314116937315,0.13920159999988,1192
"39",1.45,34.5803779262513,1.01455997720388,0.122076529161831,1049
"40",1.475,1.74114080618752,0.0754902970534566,0.145877681143011,983
"41",1.5,41.7463364686786,0.890922107404715,0.088030873776391,905
"42",1.525,28.1992160687457,1.01011772232656,0.127025039805018,759
"43",1.55,31.6414807413837,1.03430054437536,0.114291994395062,751
"44",1.575,11.2316518919911,0.75171509396465,0.15307169721767,705
"45",1.6,30.2534471113406,0.984719741412364,0.125265405670737,673
"46",1.625,17.5091353408699,0.910704491276141,0.137113410102266,561
"47",1.65,23.0184123596337,0.939344558350798,0.131790625685429,567
"48",1.675,51.5222643415358,0.937789529691739,0.104606901133973,556
"49",1.7,78.6411556767452,0.985266277201536,0.0842932415900918,498
"50",1.725,25.1954620275844,0.921155943608301,0.118346377636995,446
"51",1.75,12.9035564078506,0.905996527668167,0.161723655758828,401
"52",1.775,86.1632383319084,1.05455758599367,0.130067108539747,434
"53",1.8,23.8210194608114,0.951628497031491,0.0821161264943955,413
"54",1.825,22.948969379699,0.78771238044441,0.117471388333963,396
"55",1.85,105.842549233394,0.958330322508252,0.0820230565918774,360
"56",1.875,58.5422483229528,0.950732239274225,0.132407955795137,402
"57",1.9,25.0240207340144,0.933216790199099,0.119874904126753,357
"58",1.925,16.4371911508496,0.880311947664622,0.135351100908833,338
"59",1.95,45.380549335135,0.991049921532417,0.116008646042933,333
"60",1.975,23.0644962540727,0.865969111878406,0.119527478262044,334
"61",2,15.6077886047778,0.866666616581374,0.143154553904026,342
